ProviderID,MORT_30_AMI,MORT_30_HF,MORT_30_PN,PSI_90_SAFETY,IMM_2,PN_6,SCIP_CARD_2,SCIP_INF_2,SCIP_INF_3,SCIP_INF_9,SCIP_VTE_2,AMI_7A,HAI1,HAI2,HAI3,HAI4,H_CLEAN_HSP_A_P,H_COMP_1_A_P,H_COMP_2_A_P,H_COMP_3_A_P,H_COMP_4_A_P,H_COMP_5_A_P,H_COMP_7_A,H_COMP_7_SA,H_QUIET_HSP_A_P,H_CLEAN_QUIET,H_COMP_7,MSPB_1,HospitalName,Address,City,State,ZIPCode,CountyName,PhoneNumber,HospitalType,HospitalOwnership,EmergencyServices
41308,0,0.96,0.901,0,0,0.91,0,0,0,0,0,0,0,0,0,0,0.8,0.98,0.97,0.74,0.65,0.53,0.581,0.485,0.76,0.78,0.98,0,MCGEHEE HOSPITAL,900 SOUTH THIRD STREET,MCGEHEE,AR,71654,DESHA,8702225600,Critical Access Hospitals,Voluntary non-profit - Private,Yes
41309,0,0.945,0.949,0,0,1,0,0,0,0,0,0,0,0,0,0,0.73,0.8,0.88,0.73,0.74,0.73,0.488,0.556,0.64,0.685,0.97,0,LAWRENCE MEMORIAL HOSPITAL,1309 WEST MAIN,WALNUT RIDGE,AR,72476,LAWRENCE,8708861200,Critical Access Hospitals,Government - Local,Yes
41310,0,0.95,0.957,0,0.95,0.9,0.96,1,1,0.98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STONE COUNTY MEDICAL CENTER,2106 EAST MAIN STREET,MOUNTAIN VIEW,AR,72560,STONE,8702694361,Critical Access Hospitals,Voluntary non-profit - Private,Yes
41311,0,0.952,0.923,0,0.9,1,0,0,0,0,0,0,0,0,0,0,0.86,0.84,0.85,0.75,0.78,0.81,0.407,0.646,0.71,0.785,0.99,0,HOWARD MEMORIAL HOSPITAL,130 MEDICAL CIRCLE,NASHVILLE,AR,71852,HOWARD,8708454400,Critical Access Hospitals,Voluntary non-profit - Private,Yes
41312,0,0.955,0.947,0,0.95,1,1,1,1,1,1,0,0,0,0,0,0.77,0.89,0.89,0.76,0.77,0.78,0.512,0.545,0.78,0.775,0.98,0,BAPTIST HEALTH MEDICAL CENTER HEBER SPINGS,1800 BYPASS ROAD,HEBER SPRINGS,AR,72543,CLEBURNE,5018873000,Critical Access Hospitals,Voluntary non-profit - Private,Yes
41313,0,0.957,0.9,0,0.9,1,0,1,1,0.97,1,0,0,0,0,0,0.78,0.83,0.88,0.78,0.77,0.65,0.477,0.566,0.72,0.75,0.97,0,OZARK HEALTH,2500 HIGHWAY 65 SOUTH,CLINTON,AR,72031,VAN BUREN,5017457004,Critical Access Hospitals,Voluntary non-profit - Private,Yes
41316,0,0.962,0.942,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0.6,0.81,0.92,0.76,0.76,0.67,0.558,0.455,0.64,0.62,0.93,0,SOUTH MISSISSISSPI COUNTY REGIONAL MEDICAL CENTER,611 WEST LEE AVENUE,OSCEOLA,AR,72370,MISSISSIPPI,8705637000,Critical Access Hospitals,Government - Local,Yes
41317,0,0.948,0.925,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DALLAS COUNTY MEDICAL CENTER,201 CLIFTON STREET,FORDYCE,AR,71742,DALLAS,8703526300,Critical Access Hospitals,Government - Local,Yes
41318,0,0.941,0.961,0,0.7,1,0,0,0,0,0,0,0,0,0,0,0.71,0.78,0.85,0.66,0.62,0.49,0.512,0.455,0.74,0.725,0.89,0,MERCY HOSPITAL BOONEVILLE,880 WEST MAIN,BOONEVILLE,AR,72927,LOGAN,4796752800,Critical Access Hospitals,Voluntary non-profit - Private,Yes
41320,0,0,0.955,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LITTLE RIVER MEMORIAL HOSPITAL,451 WEST LOCKE STREET,ASHDOWN,AR,71822,LITTLE RIVER,8708985011,Critical Access Hospitals,Government - Local,Yes
41321,0,0.957,0.898,0,0.93,1,0,1,1,0,0.98,0,0,0,0,0,0.84,0.78,0.86,0.62,0.74,0.62,0.5,0.525,0.69,0.765,0.95,0,BAPTIST HEALTH MEDICAL CENTER-ARKADELPHIA,3050 TWIN RIVERS DRIVE,ARKADELPHIA,AR,71923,CLARK,8702452622,Critical Access Hospitals,Voluntary non-profit - Private,Yes
41322,0,0.933,0.917,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0.76,0.79,0.88,0.77,0.68,0.65,0.477,0.535,0.54,0.65,0.94,0,FULTON COUNTY HOSPITAL,679 NORTH MAIN STREET,SALEM,AR,72576,FULTON,8708952691,Critical Access Hospitals,Government - Local,Yes
41323,0,0.933,0.96,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0.79,0.84,0.84,0.74,0.73,0.67,0.512,0.515,0.69,0.74,0.95,0,ASHLEY COUNTY MEDICAL CENTER,1015 UNITY ROAD,CROSSETT,AR,71635,ASHLEY,8703644111,Critical Access Hospitals,Voluntary non-profit - Private,Yes
41324,0,0.935,0.947,0,0,0.75,0,0,0,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHI ST VINCENT MORRILTON,#4 HOSPITAL DRIVE,MORRILTON,AR,72110,CONWAY,5019772300,Critical Access Hospitals,Voluntary non-profit - Church,Yes
41326,0,0.95,0.952,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0.82,0.75,0.77,0.69,0.64,0.59,0.593,0.414,0.64,0.73,0.92,0,DELTA MEMORIAL HOSPITAL,811 HIGHWAY 65 SOUTH,DUMAS,AR,71639,DESHA,8703824303,Critical Access Hospitals,Voluntary non-profit - Private,Yes
41327,0,0.944,0.95,0,0,1,0,0,0,0,0,0,0,0,0,0,0.8,0.8,0.91,0.75,0.78,0.63,0.593,0.475,0.54,0.67,0.98,0,BRADLEY COUNTY MEDICAL CENTER,404 SOUTH BRADLEY STREET,WARREN,AR,71671,BRADLEY,8702263731,Critical Access Hospitals,Voluntary non-profit - Private,Yes
41328,0,0.923,0.955,0,0,1,0,0,0,0,1,0,0,0,0,0,0.8,0.79,0.79,0.69,0.68,0.66,0.523,0.485,0.58,0.69,0.93,0,CHICOT MEMORIAL MEDICAL CENTER,2729 SOUTH HIGHWAY 65 & 82,LAKE VILLAGE,AR,71653,CHICOT,8702655351,Critical Access Hospitals,Voluntary non-profit - Private,Yes
41329,0,0.932,0.925,0,0.92,1,0,0,0,0,0,0,0,0,0,0,0.63,0.81,0.85,0.73,0.76,0.65,0.523,0.495,0.64,0.635,0.94,0,MERCY HOSPITAL BERRYVILLE,214 CARTER STREET,BERRYVILLE,AR,72616,CARROLL,8704233355,Critical Access Hospitals,Voluntary non-profit - Private,Yes
41330,0,0.946,0.978,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PIGGOTT COMMUNITY HOSPITAL,1206 GORDON DUCKWORTH DRIVE,PIGGOTT,AR,72454,CLAY,8705983881,Critical Access Hospitals,Government - Local,Yes
41331,0,0,0.961,0,0,0.88,0,0,0,0,0,0,0,0,0,0,0.72,0.82,0.88,0.66,0.69,0.69,0.547,0.485,0.61,0.665,0.95,0,OZARKS COMMUNITY HOSPITAL OF GRAVETTE,1101 JACKSON STREET SW,GRAVETTE,AR,72736,BENTON,4797875291,Critical Access Hospitals,Proprietary,Yes
42011,0.951,0.969,0.962,0,0,0.97,1,1,0.97,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COLUMBIA SC VA MEDICAL CENTER,6439 GARNERS FERRY ROAD,COLUMBIA,SC,29209,RICHLAND,8036957980,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,No
42029,0.947,0.944,0.96,0,0,0.97,0.99,0.99,0.99,0.98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHARLESTON VA MEDICAL CENTER,109 BEE STREET,CHARLESTON,SC,29401,CHARLESTON,8435775011,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,No
43002,0,0.969,0.949,0,0,0.95,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VA BLACK HILLS HEALTHCARE SYSTEM - FORT MEADE,113 COMANCHE ROAD,FORT MEADE,SD,57741,MEADE,6053472511,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,No
43005,0.952,0.962,0.97,0,0,0.97,0.98,0.99,0.98,0.96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SIOUX FALLS VA MEDICAL CENTER,2501 WEST 22ND STREET,SIOUX FALLS,SD,57117,MINNEHAHA,6053363230,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,No
44013,0.948,0.971,0.935,0,0,0.96,0.95,0.95,0.96,0.93,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MEMPHIS VA MEDICAL CENTER,1030 JEFFERSON AVENUE,MEMPHIS,TN,38104,SHELBY,9015777200,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,No
44016,0.96,0.964,0.954,0,0,0.97,0.98,0.99,1,1,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MOUNTAIN HOME VA MEDICAL CENTER,SIDNEY & LAMONT STREETS,MOUNTAIN HOME,TN,37684,WASHINGTON,4239261171,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,No
44018,0.968,0.976,0.936,0,0,0.97,0.91,1,0.94,0.99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,6153275332,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,No
45060,0.95,0.967,0.961,0,0.9,0.98,0.86,0.99,0.97,0.96,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VA AMARILLO HEALTHCARE SYSTEM,6010 AMARILLO BLVD. WEST,AMARILLO,TX,79106,POTTER,8063559703,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,No
45066,0.98,0.973,0.947,0,0,0.84,0.99,0.99,0.97,0.99,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DALLAS VA MEDICAL CENTER - VA NORTH TEXAS,4500 S. LANCASTER ROAD,DALLAS,TX,75216,DALLAS,2147428387,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,No
45074,0.948,0.964,0.954,0,0,0.93,0.99,0.98,0.94,0.97,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HOUSTON VA MEDICAL CENTER,2002 HOLCOMBE BLVD.,HOUSTON,TX,77030,HARRIS,7137947100,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,No
45086,0.961,0.969,0.955,0,0,0.94,0.92,0.99,0.98,0.96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TEMPLE VA MEDICAL CENTER - VA CENTRAL TEXAS,1901 VETERANS MEMORIAL DRIVE,TEMPLE,TX,76504,BELL,2547784811,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,No
45090,0.964,0.974,0.963,0,0,0.98,0.96,0.99,0.96,1,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SAN ANTONIO VA MEDICAL CENTER - VA SOUTH TEXAS,7400 MERTON MINTER BLVD.,SAN ANTONIO,TX,78229,BEXAR,2106175300,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,No
46002,0.954,0.968,0.954,0,0,0.94,0.88,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VA SALT LAKE CITY HEALTHCARE - GEORGE E. WAHLEN VA,500 FOOTHILL BLVD.,SALT LAKE CITY,UT,84148,SALT LAKE,8015841211,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,No
47001,0.95,0.958,0.973,0,0,0.87,0.96,0.94,0.94,0.99,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WHITE RIVER JCT VA MEDICAL CENTER,215 N. MAIN ST.,WHITE RIVER JUNCTION,VT,5009,WINDSOR,8022959363,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,No
49006,0,0.967,0.964,0,0,0.93,1,1,0.97,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HAMPTON VA MEDICAL CENTER,100 EMANCIPATION DRIVE,HAMPTON,VA,23667,HAMPTON CITY,7577229961,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,No
49010,0.958,0.963,0.929,0,0,0.96,0.99,0.95,0.94,0.98,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RICHMOND VA MEDICAL CENTER,1201 BROAD ROCK BOULEVARD,RICHMOND,VA,23249,RICHMOND CITY,8046755000,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,No
49011,0.926,0.967,0.95,0,0,0.88,0.91,0.99,0.98,0.99,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SALEM VA MEDICAL CENTER,1970 BOULEVARD,SALEM,VA,24153,SALEM,5409822463,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,No
50002,0.472,0.476,0.487,0.267,0.49,0.5,0.5,0.5,0.49,0.5,0.5,0,0.286,0.017,0,0,0.345,0.37,0.38,0.265,0.335,0.28,0.302,0.202,0.255,0.3,0.46,0,ST ROSE HOSPITAL,27200 CALAROGA AVE,HAYWARD,CA,94545,ALAMEDA,5107826200,Acute Care Hospitals,Voluntary non-profit - Church,Yes
50006,0.474,0.471,0.484,0.299,0.48,0.485,0.465,0.475,0.49,0.455,0.5,0,0.5,0,0,0,0.305,0.35,0.36,0.25,0.315,0.26,0.273,0.222,0.2,0.253,0.455,0,ST JOSEPH HOSPITAL,2700 DOLBEER ST,EUREKA,CA,95501,HUMBOLDT,7074458121,Acute Care Hospitals,Voluntary non-profit - Private,Yes
50007,0.488,0.475,0.487,0.126,0.5,0.5,0.495,0.49,0.495,0.495,0.5,0,0.5,0,0,0.5,0.385,0.4,0.42,0.325,0.355,0.325,0.233,0.278,0.305,0.345,0.475,0.018,MILLS-PENINSULA MEDICAL CENTER,1501 TROUSDALE DRIVE,BURLINGAME,CA,94010,SAN MATEO,6506965270,Acute Care Hospitals,Voluntary non-profit - Private,Yes
50008,0,0.477,0.468,0.305,0.235,0.5,0.5,0,0,0.445,0.5,0,0.036,0,0,0,0.375,0.375,0.405,0.27,0.335,0.295,0.262,0.247,0.24,0.308,0.47,0,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,601 DUBOCE AVE,SAN FRANCISCO,CA,94117,SAN FRANCISCO,4156006000,Acute Care Hospitals,Voluntary non-profit - Other,Yes
50009,0.472,0.476,0.477,0.218,0.465,0.49,0.49,0.5,0.495,0.49,0.5,0,0.143,0,0.001,0,0.34,0.385,0.4,0.32,0.355,0.3,0.256,0.247,0.245,0.293,0.465,0,QUEEN OF THE VALLEY MEDICAL CENTER,1000 TRANCAS ST,NAPA,CA,94558,NAPA,7072524411,Acute Care Hospitals,Voluntary non-profit - Church,Yes
50011,0,0.945,0.958,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SPOKANE VA MEDICAL CENTER,4815 N. ASSEMBLY STREET,SPOKANE,WA,99205,SPOKANE,5094347000,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,No
50013,0.477,0.487,0.481,0.274,0.315,0.5,0.495,0.495,0.5,0.485,0.495,0,0,0.304,0,0,0.385,0.4,0.4,0.34,0.37,0.3,0.256,0.258,0.265,0.325,0.475,0,WALLA WALLA VA MEDICAL CENTER,77 WAINWRIGHT DRIVE,WALLA WALLA,WA,99362,WALLA WALLA,5095273450,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,No
50013,0.477,0.487,0.481,0.274,0.315,0.5,0.495,0.495,0.5,0.485,0.495,0,0,0.304,0,0,0.385,0.4,0.4,0.34,0.37,0.3,0.256,0.258,0.265,0.325,0.475,0,ST HELENA HOSPITAL,10 WOODLAND ROAD,SAINT HELENA,CA,94574,NAPA,7079633611,Acute Care Hospitals,Voluntary non-profit - Private,No
50014,0.471,0.472,0.471,0.238,0.485,0.5,0.465,0.5,0.49,0.49,0.5,0,0.5,0.5,0,0,0.405,0.385,0.39,0.335,0.345,0.295,0.279,0.242,0.275,0.34,0.48,0.078,SUTTER AMADOR HOSPITAL,200 MISSION BLVD,JACKSON,CA,95642,AMADOR,2092237500,Acute Care Hospitals,Government - Local,Yes
50017,0.473,0.476,0.458,0.198,0.495,0.5,0.48,0.495,0.5,0.495,0.5,0,0.5,0,0,0,0.345,0.395,0.41,0.295,0.36,0.335,0.233,0.278,0.24,0.293,0.475,0,MERCY GENERAL HOSPITAL,4001 J ST,SACRAMENTO,CA,95819,SACRAMENTO,9164534545,Acute Care Hospitals,Voluntary non-profit - Church,Yes
50018,0,0.487,0.485,0.283,0.465,0.5,0.5,0.49,0.49,0.495,0.5,0,0,0,0,0,0.325,0.355,0.355,0.29,0.3,0.28,0.262,0.237,0.21,0.268,0.46,0,PACIFIC ALLIANCE MEDICAL CENTER,531 W COLLEGE ST,LOS ANGELES,CA,90012,LOS ANGELES,2136248411,Acute Care Hospitals,Proprietary,No
50022,0.476,0.475,0.481,0.259,0.5,0.5,0.5,0.495,0.5,0.5,0.5,0,0.417,0.107,0,0.306,0.315,0.35,0.38,0.26,0.335,0.285,0.297,0.207,0.19,0.253,0.46,0,RIVERSIDE COMMUNITY HOSPITAL,4445 MAGNOLIA AVENUE,RIVERSIDE,CA,92501,RIVERSIDE,9517883000,Acute Care Hospitals,Government - State,Yes
50024,0.486,0.499,0.496,0.291,0.47,0.5,0.475,0.5,0.49,0.5,0.5,0,0.224,0,0,0,0.36,0.375,0.385,0.32,0.35,0.305,0.285,0.212,0.28,0.32,0.455,0,PARADISE VALLEY HOSPITAL,2400 EAST 4TH ST,NATIONAL CITY,CA,91950,SAN DIEGO,6194704321,Acute Care Hospitals,Proprietary,Yes
50025,0.978,0.98,0.974,0,0.92,0.83,1,0.98,0.95,1,1,0,0.165,0,0,0,0.73,0.79,0.81,0.66,0.72,0.64,0.442,0.566,0.55,0.64,0.94,0,UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER,200 WEST ARBOR DRIVE,SAN DIEGO,CA,92103,SAN DIEGO,6195436222,Acute Care Hospitals,Voluntary non-profit - Other,Yes
50026,0.473,0.466,0.47,0.174,0.5,0.485,0.495,0.49,0.49,0.495,0.5,0,0.471,0,0.134,0.204,0.365,0.395,0.39,0.32,0.36,0.32,0.25,0.263,0.265,0.315,0.475,0,GROSSMONT HOSPITAL,5555 GROSSMONT CENTER DRIVE BOX 58,LA MESA,CA,91942,SAN DIEGO,6194650711,Acute Care Hospitals,Government - Hospital District or Authority,Yes
50028,0,0.467,0.459,0.281,0.4,0.495,0.455,0.485,0.5,0.455,0.5,0,0,0,0,0,0.38,0.395,0.375,0.345,0.345,0.32,0.244,0.268,0.25,0.315,0.475,0.127,MAD RIVER COMMUNITY HOSPITAL,3800 JANES RD,ARCATA,CA,95521,HUMBOLDT,7078223621,Acute Care Hospitals,Proprietary,Yes
50030,0.643,0.647,0.651,0.162,0.31,0.617,0.633,0.64,0.653,0.593,0.663,0,0.126,0.196,0,0,0.203,0.233,0.233,0.177,0.21,0.2,0.198,0.131,0.137,0.17,0.3,0.046,SEATTLE VA MEDICAL CENTER - VA PUGIT SOUND,1660 S. COLUMBIAN WAY,SEATTLE,WA,98108,KING,2067642299,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,No
50030,0.643,0.647,0.651,0.162,0.31,0.617,0.633,0.64,0.653,0.593,0.663,0,0.126,0.196,0,0,0.203,0.233,0.233,0.177,0.21,0.2,0.198,0.131,0.137,0.17,0.3,0.046,OROVILLE HOSPITAL,2767 OLIVE HIGHWAY,OROVILLE,CA,95966,BUTTE,5305338500,Acute Care Hospitals,Voluntary non-profit - Private,Yes
50036,0.473,0.48,0.472,0.236,0.495,0.5,0.495,0.5,0.49,0.5,0.5,0,0.409,0.235,0.229,0.068,0.36,0.36,0.36,0.27,0.325,0.32,0.267,0.242,0.245,0.303,0.47,0,BAKERSFIELD MEMORIAL HOSPITAL,420 34TH ST BOX 1888,BAKERSFIELD,CA,93301,KERN,6613271792,Acute Care Hospitals,Voluntary non-profit - Private,Yes
50038,0.476,0.475,0.483,0.164,0.315,0.5,0.49,0.49,0.48,0.47,0.5,0,0.438,0.048,0,0,0.29,0.34,0.375,0.255,0.29,0.29,0.308,0.187,0.16,0.225,0.45,0.014,SANTA CLARA VALLEY MEDICAL CENTER,751 SOUTH BASCOM AVENUE,SAN JOSE,CA,95128,SANTA CLARA,4088855000,Acute Care Hospitals,Government - Local,Yes
50039,0.484,0.473,0.474,0.12,0.47,0.495,0.49,0.495,0.5,0.5,0.495,0,0.5,0.248,0.5,0,0.37,0.395,0.39,0.34,0.355,0.315,0.227,0.278,0.29,0.33,0.47,0,ENLOE MEDICAL CENTER,1531 ESPLANADE,CHICO,CA,95926,BUTTE,5303327300,Acute Care Hospitals,Voluntary non-profit - Private,Yes
50040,0,0.482,0.475,0.264,0.46,0.5,0.5,0.49,0.5,0.5,0.5,0,0.28,0,0.215,0.5,0.305,0.345,0.395,0.265,0.335,0.275,0.233,0.278,0.2,0.253,0.475,0.162,LAC/OLIVE VIEW-UCLA MEDICAL CENTER,14445 OLIVE VIEW DRIVE,SYLMAR,CA,91342,LOS ANGELES,8183641555,Acute Care Hospitals,Voluntary non-profit - Other,Yes
50042,0,0.467,0.476,0.306,0.475,0.49,0.49,0.48,0.49,0.495,0.5,0,0,0,0,0.5,0.335,0.375,0.39,0.335,0.34,0.33,0.267,0.247,0.23,0.283,0.475,0.118,ST ELIZABETH COMMUNITY HOSPITAL,2550 SISTER MARY COLUMBA DRIVE,RED BLUFF,CA,96080,TEHAMA,5305298012,Acute Care Hospitals,Voluntary non-profit - Church,Yes
50043,0.488,0.491,0.48,0.275,0.305,0.5,0.5,0.495,0.49,0.49,0.5,0,0.417,0.5,0,0,0.32,0.34,0.39,0.265,0.345,0.265,0.256,0.253,0.245,0.283,0.47,0,ALTA BATES SUMMIT MEDICAL CENTER,350 HAWTHORNE AVENUE,OAKLAND,CA,94609,ALAMEDA,5106554000,Acute Care Hospitals,Voluntary non-profit - Private,Yes
50045,0.468,0.477,0.47,0.203,0.405,0.45,0.38,0.485,0.45,0.41,0.5,0,0,0,0,0,0.335,0.34,0.35,0.275,0.32,0.295,0.238,0.253,0.235,0.285,0.455,0.023,EL CENTRO REGIONAL MEDICAL CENTER,1415 ROSS AVENUE,EL CENTRO,CA,92243,IMPERIAL,7603397100,Acute Care Hospitals,Government - Local,Yes
50047,0.486,0.485,0.481,0.254,0.23,0.5,0.5,0.49,0.495,0.49,0.5,0,0.188,0,0,0.5,0.335,0.37,0.395,0.33,0.345,0.295,0.273,0.237,0.195,0.265,0.47,0,CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP,2333 BUCHANAN STREET,SAN FRANCISCO,CA,94115,SAN FRANCISCO,4156006000,Acute Care Hospitals,Voluntary non-profit - Private,Yes
50054,0.474,0.477,0.454,0.245,0.46,0.485,0.49,0.49,0.49,0.345,0.5,0,0.5,0.169,0,0,0.35,0.36,0.36,0.305,0.33,0.28,0.267,0.232,0.21,0.28,0.46,0.04,SAN GORGONIO MEMORIAL HOSPITAL,600 NORTH HIGHLAND SPRINGS AVENUE,BANNING,CA,92220,RIVERSIDE,9518451121,Acute Care Hospitals,Government - Hospital District or Authority,Yes
50055,0.478,0.483,0.48,0.208,0.335,0.5,0.485,0.495,0.495,0.49,0.5,0,0,0,0,0,0.31,0.355,0.39,0.31,0.34,0.28,0.25,0.258,0.26,0.285,0.47,0.046,CALIFORNIA PACIFIC MEDICAL CTR - ST. LUKE'S CAMPUS,3555 CESAR CHAVEZ STREET,SAN FRANCISCO,CA,94110,SAN FRANCISCO,4156416562,Acute Care Hospitals,Voluntary non-profit - Church,Yes
50056,0.471,0.483,0.456,0.201,0.49,0.48,0.485,0.485,0.48,0.485,0.5,0,0,0,0.08,0.24,0.325,0.385,0.39,0.325,0.36,0.295,0.262,0.232,0.23,0.278,0.455,0,ANTELOPE VALLEY HOSPITAL,1600 W AVE J,LANCASTER,CA,93534,LOS ANGELES,6619495000,Acute Care Hospitals,Government - Hospital District or Authority,Yes
50057,0.471,0.482,0.481,0.254,0.49,0.5,0.48,0.495,0.48,0.49,0.495,0,0.438,0.341,0,0,0.335,0.39,0.375,0.315,0.35,0.3,0.267,0.237,0.255,0.295,0.465,0,KAWEAH DELTA MEDICAL CENTER,400 W MINERAL KING AVE,VISALIA,CA,93291,TULARE,5596242000,Acute Care Hospitals,Government - Hospital District or Authority,Yes
50058,0.477,0.489,0.485,0.304,0.45,0.445,0.495,0.49,0.49,0.485,0.5,0,0.5,0,0.5,0,0.33,0.36,0.39,0.29,0.34,0.32,0.25,0.258,0.255,0.293,0.47,0,GLENDALE MEM HOSPITAL & HLTH CENTER,1420 S CENTRAL AVE,GLENDALE,CA,91204,LOS ANGELES,8185021900,Acute Care Hospitals,Voluntary non-profit - Private,Yes
50060,0.484,0.485,0.468,0,0.46,0.49,0.5,0.485,0.49,0.47,0.5,0,0.079,0,0,0,0.36,0.38,0.38,0.295,0.35,0.33,0.291,0.222,0.24,0.3,0.47,0,COMMUNITY REGIONAL MEDICAL CENTER,2823 FRESNO STREET,FRESNO,CA,93721,FRESNO,5594596000,Acute Care Hospitals,Voluntary non-profit - Private,Yes
50063,0.479,0.487,0.478,0.25,0.425,0.44,0.445,0.49,0.445,0.48,0.5,0,0.5,0,0,0,0.29,0.31,0.335,0.24,0.265,0.26,0.285,0.192,0.235,0.263,0.435,0,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,1300 N VERMONT AVE,LOS ANGELES,CA,90027,LOS ANGELES,2134133000,Acute Care Hospitals,Proprietary,Yes
50067,0,0.475,0.475,0.261,0.5,0.41,0.46,0.5,0.5,0.275,0.5,0,0,0,0,0,0.345,0.38,0.395,0.32,0.355,0.31,0.238,0.263,0.21,0.278,0.465,0.075,OAK VALLEY DISTRICT HOSPITAL,350 S OAK AVE,OAKDALE,CA,95361,STANISLAUS,2098473011,Acute Care Hospitals,Government - Hospital District or Authority,Yes
50069,0.474,0.473,0.457,0.322,0.455,0.49,0.5,0.495,0.495,0.5,0.5,0,0.285,0,0,0.173,0.345,0.39,0.415,0.32,0.36,0.325,0.25,0.258,0.315,0.33,0.47,0,ST JOSEPH HOSPITAL,1100 WEST STEWART DR,ORANGE,CA,92868,ORANGE,7146339111,Acute Care Hospitals,Voluntary non-profit - Church,Yes
50070,0,0,0,0.258,0.49,0.5,0.5,0.495,0.5,0.5,0.5,0,0,0.145,0.171,0,0.35,0.395,0.415,0.325,0.365,0.325,0.238,0.278,0.215,0.283,0.48,0.122,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,1200 EL CAMINO REAL,SOUTH SAN FRANCISCO,CA,94080,SAN MATEO,6507423200,Acute Care Hospitals,Voluntary non-profit - Private,Yes
50071,0,0,0,0.249,0.48,0.5,0.5,0.5,0.5,0.5,0.5,0,0.423,0,0.257,0,0.36,0.395,0.415,0.325,0.365,0.32,0.233,0.283,0.275,0.318,0.48,0,KAISER FOUNDATION HOSPITAL-SANTA CLARA,700 LAWRENCE EXPRESSWAY,SANTA CLARA,CA,95051,SANTA CLARA,4082366400,Acute Care Hospitals,Voluntary non-profit - Private,Yes
